"election_year","state","type","party","value","party_short","candidate","candidate_state","vp","vp_state","candidate_state_abb","vp_state_abb"
2000,"NV","popvote","democrat",279978,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"NV","popvote","others",27417,NA,NA,NA,NA,NA,NA,NA
2000,"NV","evote","diff",-4,NA,NA,NA,NA,NA,NA,NA
2000,"NV","popvote","diff",-21597,NA,NA,NA,NA,NA,NA,NA
2000,"NV","popvoteperc","democrat",0.459756638258042,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"NV","popvoteperc","republican",0.495221439479777,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"NV","popvoteperc","diff",-0.0354648012217351,NA,NA,NA,NA,NA,NA,NA
2000,"NH","evote","republican",4,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"NH","evote","democrat",0,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"NH","popvote","republican",273559,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"NH","popvote","democrat",266348,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"NH","popvote","others",29174,NA,NA,NA,NA,NA,NA,NA
2000,"NH","evote","diff",-4,NA,NA,NA,NA,NA,NA,NA
2000,"NH","popvote","diff",-7211,NA,NA,NA,NA,NA,NA,NA
2000,"NH","popvoteperc","democrat",0.468031791607873,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"NH","popvoteperc","republican",0.480703098504431,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"NH","popvoteperc","diff",-0.0126713068965578,NA,NA,NA,NA,NA,NA,NA
2000,"NJ","evote","republican",0,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"NJ","evote","democrat",15,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"NJ","popvote","republican",1284173,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"NJ","popvote","democrat",1788850,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"NJ","popvote","others",114203,NA,NA,NA,NA,NA,NA,NA
2000,"NJ","evote","diff",15,NA,NA,NA,NA,NA,NA,NA
2000,"NJ","popvote","diff",504677,NA,NA,NA,NA,NA,NA,NA
2000,"NJ","popvoteperc","democrat",0.561256089150879,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"NJ","popvoteperc","republican",0.4029124385908,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"NJ","popvoteperc","diff",0.15834365056008,NA,NA,NA,NA,NA,NA,NA
2000,"NM","evote","republican",0,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"NM","evote","democrat",5,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"NM","popvote","republican",286417,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"NM","popvote","democrat",286783,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"NM","popvote","others",25405,NA,NA,NA,NA,NA,NA,NA
2000,"NM","evote","diff",5,NA,NA,NA,NA,NA,NA,NA
2000,"NM","popvote","diff",366,NA,NA,NA,NA,NA,NA,NA
2000,"NM","popvoteperc","democrat",0.479085540548442,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"NM","popvoteperc","republican",0.478474118993326,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"NM","popvoteperc","diff",0.000611421555115621,NA,NA,NA,NA,NA,NA,NA
2000,"NY","evote","republican",0,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"NY","evote","democrat",33,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"NY","popvote","republican",2403374,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"NY","popvote","democrat",4107697,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"NY","popvote","others",310928,NA,NA,NA,NA,NA,NA,NA
2000,"NY","evote","diff",33,NA,NA,NA,NA,NA,NA,NA
2000,"NY","popvote","diff",1704323,NA,NA,NA,NA,NA,NA,NA
2000,"NY","popvoteperc","democrat",0.602125124908403,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"NY","popvoteperc","republican",0.352297618337382,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"NY","popvoteperc","diff",0.249827506571021,NA,NA,NA,NA,NA,NA,NA
2000,"NC","evote","republican",14,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"NC","evote","democrat",0,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"NC","popvote","republican",1631163,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"NC","popvote","democrat",1257692,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"NC","popvote","others",22407,NA,NA,NA,NA,NA,NA,NA
2000,"NC","evote","diff",-14,NA,NA,NA,NA,NA,NA,NA
2000,"NC","popvote","diff",-373471,NA,NA,NA,NA,NA,NA,NA
2000,"NC","popvoteperc","democrat",0.432009211125622,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"NC","popvoteperc","republican",0.560294126739538,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"NC","popvoteperc","diff",-0.128284915613916,NA,NA,NA,NA,NA,NA,NA
2000,"ND","evote","republican",3,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"ND","evote","democrat",0,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"ND","popvote","republican",174852,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"ND","popvote","democrat",95284,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"ND","popvote","others",18120,NA,NA,NA,NA,NA,NA,NA
2000,"ND","evote","diff",-3,NA,NA,NA,NA,NA,NA,NA
2000,"ND","popvote","diff",-79568,NA,NA,NA,NA,NA,NA,NA
2000,"ND","popvoteperc","democrat",0.330553396980462,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"ND","popvoteperc","republican",0.606585812611012,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"ND","popvoteperc","diff",-0.276032415630551,NA,NA,NA,NA,NA,NA,NA
2000,"OH","evote","republican",21,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"OH","evote","democrat",0,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"OH","popvote","republican",2351209,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"OH","popvote","democrat",2186190,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"OH","popvote","others",168058,NA,NA,NA,NA,NA,NA,NA
2000,"OH","evote","diff",-21,NA,NA,NA,NA,NA,NA,NA
2000,"OH","popvote","diff",-165019,NA,NA,NA,NA,NA,NA,NA
2000,"OH","popvoteperc","democrat",0.464607369698629,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"OH","popvoteperc","republican",0.499677077061803,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"OH","popvoteperc","diff",-0.0350697073631743,NA,NA,NA,NA,NA,NA,NA
2000,"OK","evote","republican",8,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"OK","evote","democrat",0,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"OK","popvote","republican",744337,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"OK","popvote","democrat",474276,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"OK","popvote","others",15616,NA,NA,NA,NA,NA,NA,NA
2000,"OK","evote","diff",-8,NA,NA,NA,NA,NA,NA,NA
2000,"OK","popvote","diff",-270061,NA,NA,NA,NA,NA,NA,NA
2000,"OK","popvoteperc","democrat",0.384269045695734,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"OK","popvoteperc","republican",0.603078521084823,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"OK","popvoteperc","diff",-0.218809475389089,NA,NA,NA,NA,NA,NA,NA
2000,"OR","evote","republican",0,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"OR","evote","democrat",7,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"OR","popvote","republican",713577,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"OR","popvote","democrat",720342,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"OR","popvote","others",100049,NA,NA,NA,NA,NA,NA,NA
2000,"OR","evote","diff",7,NA,NA,NA,NA,NA,NA,NA
2000,"OR","popvote","diff",6765,NA,NA,NA,NA,NA,NA,NA
2000,"OR","popvoteperc","democrat",0.469593889833425,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"OR","popvoteperc","republican",0.465183758722477,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"OR","popvoteperc","diff",0.00441013111094885,NA,NA,NA,NA,NA,NA,NA
2000,"PA","evote","republican",0,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"PA","evote","democrat",23,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"PA","popvote","republican",2281127,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"PA","popvote","democrat",2485967,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"PA","popvote","others",146025,NA,NA,NA,NA,NA,NA,NA
2000,"PA","evote","diff",23,NA,NA,NA,NA,NA,NA,NA
2000,"PA","popvote","diff",204840,NA,NA,NA,NA,NA,NA,NA
2000,"PA","popvoteperc","democrat",0.505985505337852,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"PA","popvoteperc","republican",0.464293048875877,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"PA","popvoteperc","diff",0.0416924564619746,NA,NA,NA,NA,NA,NA,NA
2000,"RI","evote","republican",0,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"RI","evote","democrat",4,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"RI","popvote","republican",130555,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"RI","popvote","democrat",249508,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"RI","popvote","others",29049,NA,NA,NA,NA,NA,NA,NA
2000,"RI","evote","diff",4,NA,NA,NA,NA,NA,NA,NA
2000,"RI","popvote","diff",118953,NA,NA,NA,NA,NA,NA,NA
2000,"RI","popvoteperc","democrat",0.609877001896791,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"RI","popvoteperc","republican",0.319117992139072,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"RI","popvoteperc","diff",0.290759009757719,NA,NA,NA,NA,NA,NA,NA
2000,"SC","evote","republican",8,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"SC","evote","democrat",0,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"SC","popvote","republican",785937,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"SC","popvote","democrat",565561,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"SC","popvote","others",31219,NA,NA,NA,NA,NA,NA,NA
2000,"SC","evote","diff",-8,NA,NA,NA,NA,NA,NA,NA
2000,"SC","popvote","diff",-220376,NA,NA,NA,NA,NA,NA,NA
2000,"SC","popvoteperc","democrat",0.409021513440567,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"SC","popvoteperc","republican",0.568400475296102,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"SC","popvoteperc","diff",-0.159378961855535,NA,NA,NA,NA,NA,NA,NA
2000,"SD","evote","republican",3,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"SD","evote","democrat",0,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"SD","popvote","republican",190700,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"SD","popvote","democrat",118804,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"SD","popvote","others",6765,NA,NA,NA,NA,NA,NA,NA
2000,"SD","evote","diff",-3,NA,NA,NA,NA,NA,NA,NA
2000,"SD","popvote","diff",-71896,NA,NA,NA,NA,NA,NA,NA
2000,"SD","popvoteperc","democrat",0.375642253904113,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"SD","popvoteperc","republican",0.602967726840127,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"SD","popvoteperc","diff",-0.227325472936013,NA,NA,NA,NA,NA,NA,NA
2000,"TN","evote","republican",11,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"TN","evote","democrat",0,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"TN","popvote","republican",1061949,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"TN","popvote","democrat",981720,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"TN","popvote","others",32512,NA,NA,NA,NA,NA,NA,NA
2000,"TN","evote","diff",-11,NA,NA,NA,NA,NA,NA,NA
2000,"TN","popvote","diff",-80229,NA,NA,NA,NA,NA,NA,NA
2000,"TN","popvoteperc","democrat",0.472848947177534,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"TN","popvoteperc","republican",0.51149153180768,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"TN","popvoteperc","diff",-0.0386425846301455,NA,NA,NA,NA,NA,NA,NA
2000,"TX","evote","republican",32,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"TX","evote","democrat",0,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"TX","popvote","republican",3799639,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"TX","popvote","democrat",2433746,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"TX","popvote","others",174252,NA,NA,NA,NA,NA,NA,NA
2000,"TX","evote","diff",-32,NA,NA,NA,NA,NA,NA,NA
2000,"TX","popvote","diff",-1365893,NA,NA,NA,NA,NA,NA,NA
2000,"TX","popvoteperc","democrat",0.37981958091571,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"TX","popvoteperc","republican",0.592985994681035,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"TX","popvoteperc","diff",-0.213166413765324,NA,NA,NA,NA,NA,NA,NA
2000,"UT","evote","republican",5,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"UT","evote","democrat",0,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"UT","popvote","republican",515096,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"UT","popvote","democrat",203053,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"UT","popvote","others",52605,NA,NA,NA,NA,NA,NA,NA
2000,"UT","evote","diff",-5,NA,NA,NA,NA,NA,NA,NA
2000,"UT","popvote","diff",-312043,NA,NA,NA,NA,NA,NA,NA
2000,"UT","popvoteperc","democrat",0.263447221811369,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"UT","popvoteperc","republican",0.668301429509286,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"UT","popvoteperc","diff",-0.404854207697917,NA,NA,NA,NA,NA,NA,NA
2000,"VT","evote","republican",0,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"VT","evote","democrat",3,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"VT","popvote","republican",119775,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"VT","popvote","democrat",149022,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"VT","popvote","others",25511,NA,NA,NA,NA,NA,NA,NA
2000,"VT","evote","diff",3,NA,NA,NA,NA,NA,NA,NA
2000,"VT","popvote","diff",29247,NA,NA,NA,NA,NA,NA,NA
2000,"VT","popvoteperc","democrat",0.506347092161953,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"VT","popvoteperc","republican",0.406971607975318,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"VT","popvoteperc","diff",0.0993754841866344,NA,NA,NA,NA,NA,NA,NA
2000,"VA","evote","republican",13,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"VA","evote","democrat",0,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"VA","popvote","republican",1437490,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"VA","popvote","democrat",1217290,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"VA","popvote","others",84667,NA,NA,NA,NA,NA,NA,NA
2000,"VA","evote","diff",-13,NA,NA,NA,NA,NA,NA,NA
2000,"VA","popvote","diff",-220200,NA,NA,NA,NA,NA,NA,NA
2000,"VA","popvoteperc","democrat",0.444356105447559,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"VA","popvoteperc","republican",0.52473729186949,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"VA","popvoteperc","diff",-0.0803811864219312,NA,NA,NA,NA,NA,NA,NA
2000,"WA","evote","republican",0,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"WA","evote","democrat",11,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"WA","popvote","republican",1108864,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"WA","popvote","democrat",1247652,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"WA","popvote","others",130917,NA,NA,NA,NA,NA,NA,NA
2000,"WA","evote","diff",11,NA,NA,NA,NA,NA,NA,NA
2000,"WA","popvote","diff",138788,NA,NA,NA,NA,NA,NA,NA
2000,"WA","popvoteperc","democrat",0.501582153167543,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"WA","popvoteperc","republican",0.445786479475025,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"WA","popvoteperc","diff",0.0557956736925176,NA,NA,NA,NA,NA,NA,NA
2000,"WV","evote","republican",5,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"WV","evote","democrat",0,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"WV","popvote","republican",336475,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"WV","popvote","democrat",295497,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"WV","popvote","others",16152,NA,NA,NA,NA,NA,NA,NA
2000,"WV","evote","diff",-5,NA,NA,NA,NA,NA,NA,NA
2000,"WV","popvote","diff",-40978,NA,NA,NA,NA,NA,NA,NA
2000,"WV","popvoteperc","democrat",0.455926643666953,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"WV","popvoteperc","republican",0.51915219927051,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"WV","popvoteperc","diff",-0.0632255556035573,NA,NA,NA,NA,NA,NA,NA
2000,"WI","evote","republican",0,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"WI","evote","democrat",11,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"WI","popvote","republican",1237279,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"WI","popvote","democrat",1242987,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"WI","popvote","others",118341,NA,NA,NA,NA,NA,NA,NA
2000,"WI","evote","diff",11,NA,NA,NA,NA,NA,NA,NA
2000,"WI","popvote","diff",5708,NA,NA,NA,NA,NA,NA,NA
2000,"WI","popvoteperc","democrat",0.478328196606874,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"WI","popvoteperc","republican",0.476131635141443,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"WI","popvoteperc","diff",0.00219656146543129,NA,NA,NA,NA,NA,NA,NA
2000,"WY","evote","republican",3,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"WY","evote","democrat",0,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"WY","popvote","republican",147947,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"WY","popvote","democrat",60481,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"WY","popvote","others",9923,NA,NA,NA,NA,NA,NA,NA
2000,"WY","evote","diff",-3,NA,NA,NA,NA,NA,NA,NA
2000,"WY","popvote","diff",-87466,NA,NA,NA,NA,NA,NA,NA
2000,"WY","popvoteperc","democrat",0.276989800825277,"D","Gore","Tennessee","Joe Lieberman","Connecticut","TN","CT"
2000,"WY","popvoteperc","republican",0.677565021456279,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2000,"WY","popvoteperc","diff",-0.400575220631002,NA,NA,NA,NA,NA,NA,NA
2004,"AL","evote","republican",9,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2004,"AL","evote","democrat",0,"D","Kerry","Massachusetts","John Edwards","North Carolina","MA","NC"
2004,"AL","popvote","republican",1176394,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2004,"AL","popvote","democrat",693933,"D","Kerry","Massachusetts","John Edwards","North Carolina","MA","NC"
2004,"AL","popvote","others",13122,NA,NA,NA,NA,NA,NA,NA
2004,"AL","evote","diff",-9,NA,NA,NA,NA,NA,NA,NA
2004,"AL","popvote","diff",-482461,NA,NA,NA,NA,NA,NA,NA
2004,"AL","popvoteperc","democrat",0.368437372076441,"D","Kerry","Massachusetts","John Edwards","North Carolina","MA","NC"
2004,"AL","popvoteperc","republican",0.624595622180372,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2004,"AL","popvoteperc","diff",-0.256158250103932,NA,NA,NA,NA,NA,NA,NA
2004,"AK","evote","republican",3,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2004,"AK","evote","democrat",0,"D","Kerry","Massachusetts","John Edwards","North Carolina","MA","NC"
2004,"AK","popvote","republican",190889,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2004,"AK","popvote","democrat",111025,"D","Kerry","Massachusetts","John Edwards","North Carolina","MA","NC"
2004,"AK","popvote","others",10684,NA,NA,NA,NA,NA,NA,NA
2004,"AK","evote","diff",-3,NA,NA,NA,NA,NA,NA,NA
2004,"AK","popvote","diff",-79864,NA,NA,NA,NA,NA,NA,NA
2004,"AK","popvoteperc","democrat",0.355168619121044,"D","Kerry","Massachusetts","John Edwards","North Carolina","MA","NC"
2004,"AK","popvoteperc","republican",0.610653299125394,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2004,"AK","popvoteperc","diff",-0.255484680004351,NA,NA,NA,NA,NA,NA,NA
2004,"AZ","evote","republican",10,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2004,"AZ","evote","democrat",0,"D","Kerry","Massachusetts","John Edwards","North Carolina","MA","NC"
2004,"AZ","popvote","republican",1104294,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2004,"AZ","popvote","democrat",893524,"D","Kerry","Massachusetts","John Edwards","North Carolina","MA","NC"
2004,"AZ","popvote","others",14767,NA,NA,NA,NA,NA,NA,NA
2004,"AZ","evote","diff",-10,NA,NA,NA,NA,NA,NA,NA
2004,"AZ","popvote","diff",-210770,NA,NA,NA,NA,NA,NA,NA
2004,"AZ","popvoteperc","democrat",0.443968329287956,"D","Kerry","Massachusetts","John Edwards","North Carolina","MA","NC"
2004,"AZ","popvoteperc","republican",0.548694340860138,"R","Bush","Texas","Dick Cheney","Wyoming","TX","WY"
2004,"AZ","popvoteperc","diff",-0.104726011572182,NA,NA,NA,NA,NA,NA,NA
