"election_year","state","type","party","value","party_short","candidate","candidate_state","vp","vp_state","candidate_state_abb","vp_state_abb"
2012,"AR","evote","democrat",0,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"AR","evote","republican",6,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"AR","popvote","democrat",394409,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"AR","popvote","republican",647744,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"AR","popvote","others",27315,NA,NA,NA,NA,NA,NA,NA
2012,"AR","evote","diff",-6,NA,NA,NA,NA,NA,NA,NA
2012,"AR","popvote","diff",-253335,NA,NA,NA,NA,NA,NA,NA
2012,"AR","popvoteperc","democrat",0.368789903017201,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"AR","popvoteperc","republican",0.605669360841091,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"AR","popvoteperc","diff",-0.23687945782389,NA,NA,NA,NA,NA,NA,NA
2012,"CA","evote","democrat",55,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"CA","evote","republican",0,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"CA","popvote","democrat",7854285,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"CA","popvote","republican",4839958,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"CA","popvote","others",344304,NA,NA,NA,NA,NA,NA,NA
2012,"CA","evote","diff",55,NA,NA,NA,NA,NA,NA,NA
2012,"CA","popvote","diff",3014327,NA,NA,NA,NA,NA,NA,NA
2012,"CA","popvoteperc","democrat",0.602389591416896,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"CA","popvoteperc","republican",0.371203785207048,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"CA","popvoteperc","diff",0.231185806209848,NA,NA,NA,NA,NA,NA,NA
2012,"CO","evote","democrat",9,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"CO","evote","republican",0,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"CO","popvote","democrat",1323102,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"CO","popvote","republican",1185243,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"CO","popvote","others",61177,NA,NA,NA,NA,NA,NA,NA
2012,"CO","evote","diff",9,NA,NA,NA,NA,NA,NA,NA
2012,"CO","popvote","diff",137859,NA,NA,NA,NA,NA,NA,NA
2012,"CO","popvoteperc","democrat",0.514921452316812,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"CO","popvoteperc","republican",0.461269839293067,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"CO","popvoteperc","diff",0.0536516130237452,NA,NA,NA,NA,NA,NA,NA
2012,"CT","evote","democrat",7,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"CT","evote","republican",0,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"CT","popvote","democrat",905083,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"CT","popvote","republican",634892,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"CT","popvote","others",18985,NA,NA,NA,NA,NA,NA,NA
2012,"CT","evote","diff",7,NA,NA,NA,NA,NA,NA,NA
2012,"CT","popvote","diff",270191,NA,NA,NA,NA,NA,NA,NA
2012,"CT","popvoteperc","democrat",0.580568455893673,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"CT","popvoteperc","republican",0.407253553651152,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"CT","popvoteperc","diff",0.173314902242521,NA,NA,NA,NA,NA,NA,NA
2012,"DE","evote","democrat",3,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"DE","evote","republican",0,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"DE","popvote","democrat",242584,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"DE","popvote","republican",165484,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"DE","popvote","others",5853,NA,NA,NA,NA,NA,NA,NA
2012,"DE","evote","diff",3,NA,NA,NA,NA,NA,NA,NA
2012,"DE","popvote","diff",77100,NA,NA,NA,NA,NA,NA,NA
2012,"DE","popvoteperc","democrat",0.586063524199062,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"DE","popvoteperc","republican",0.399796096356551,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"DE","popvoteperc","diff",0.186267427842511,NA,NA,NA,NA,NA,NA,NA
2012,"DC","evote","democrat",3,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"DC","evote","republican",0,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"DC","popvote","democrat",267070,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"DC","popvote","republican",21381,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"DC","popvote","others",5313,NA,NA,NA,NA,NA,NA,NA
2012,"DC","evote","diff",3,NA,NA,NA,NA,NA,NA,NA
2012,"DC","popvote","diff",245689,NA,NA,NA,NA,NA,NA,NA
2012,"DC","popvoteperc","democrat",0.909131139281873,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"DC","popvoteperc","republican",0.0727829141760052,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"DC","popvoteperc","diff",0.836348225105867,NA,NA,NA,NA,NA,NA,NA
2012,"FL","evote","democrat",29,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"FL","evote","republican",0,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"FL","popvote","democrat",4237756,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"FL","popvote","republican",4163447,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"FL","popvote","others",72976,NA,NA,NA,NA,NA,NA,NA
2012,"FL","evote","diff",29,NA,NA,NA,NA,NA,NA,NA
2012,"FL","popvote","diff",74309,NA,NA,NA,NA,NA,NA,NA
2012,"FL","popvoteperc","democrat",0.500078650686987,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"FL","popvoteperc","republican",0.491309777619755,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"FL","popvoteperc","diff",0.00876887306723162,NA,NA,NA,NA,NA,NA,NA
2012,"GA","evote","democrat",0,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"GA","evote","republican",16,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"GA","popvote","democrat",1773827,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"GA","popvote","republican",2078688,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"GA","popvote","others",47535,NA,NA,NA,NA,NA,NA,NA
2012,"GA","evote","diff",-16,NA,NA,NA,NA,NA,NA,NA
2012,"GA","popvote","diff",-304861,NA,NA,NA,NA,NA,NA,NA
2012,"GA","popvoteperc","democrat",0.45482160485122,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"GA","popvoteperc","republican",0.532990089870643,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"GA","popvoteperc","diff",-0.0781684850194228,NA,NA,NA,NA,NA,NA,NA
2012,"HI","evote","democrat",4,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"HI","evote","republican",0,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"HI","popvote","democrat",306658,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"HI","popvote","republican",121015,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"HI","popvote","others",7024,NA,NA,NA,NA,NA,NA,NA
2012,"HI","evote","diff",4,NA,NA,NA,NA,NA,NA,NA
2012,"HI","popvote","diff",185643,NA,NA,NA,NA,NA,NA,NA
2012,"HI","popvoteperc","democrat",0.705452303558571,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"HI","popvoteperc","republican",0.278389314856095,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"HI","popvoteperc","diff",0.427062988702476,NA,NA,NA,NA,NA,NA,NA
2012,"ID","evote","democrat",0,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"ID","evote","republican",4,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"ID","popvote","democrat",212787,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"ID","popvote","republican",420911,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"ID","popvote","others",18576,NA,NA,NA,NA,NA,NA,NA
2012,"ID","evote","diff",-4,NA,NA,NA,NA,NA,NA,NA
2012,"ID","popvote","diff",-208124,NA,NA,NA,NA,NA,NA,NA
2012,"ID","popvoteperc","democrat",0.326223335592098,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"ID","popvoteperc","republican",0.645297834958928,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"ID","popvoteperc","diff",-0.31907449936683,NA,NA,NA,NA,NA,NA,NA
2012,"IL","evote","democrat",20,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"IL","evote","republican",0,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"IL","popvote","democrat",3019512,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"IL","popvote","republican",2135216,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"IL","popvote","others",87286,NA,NA,NA,NA,NA,NA,NA
2012,"IL","evote","diff",20,NA,NA,NA,NA,NA,NA,NA
2012,"IL","popvote","diff",884296,NA,NA,NA,NA,NA,NA,NA
2012,"IL","popvoteperc","democrat",0.576021353624771,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"IL","popvoteperc","republican",0.407327412708169,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"IL","popvoteperc","diff",0.168693940916602,NA,NA,NA,NA,NA,NA,NA
2012,"IN","evote","democrat",0,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"IN","evote","republican",11,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"IN","popvote","democrat",1152887,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"IN","popvote","republican",1420543,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"IN","popvote","others",51104,NA,NA,NA,NA,NA,NA,NA
2012,"IN","evote","diff",-11,NA,NA,NA,NA,NA,NA,NA
2012,"IN","popvote","diff",-267656,NA,NA,NA,NA,NA,NA,NA
2012,"IN","popvoteperc","democrat",0.439273029040584,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"IN","popvoteperc","republican",0.541255323802245,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"IN","popvoteperc","diff",-0.101982294761661,NA,NA,NA,NA,NA,NA,NA
2012,"IA","evote","democrat",6,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"IA","evote","republican",0,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"IA","popvote","democrat",822544,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"IA","popvote","republican",730617,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"IA","popvote","others",29019,NA,NA,NA,NA,NA,NA,NA
2012,"IA","evote","diff",6,NA,NA,NA,NA,NA,NA,NA
2012,"IA","popvote","diff",91927,NA,NA,NA,NA,NA,NA,NA
2012,"IA","popvoteperc","democrat",0.519880165341491,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"IA","popvoteperc","republican",0.461778685105361,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"IA","popvoteperc","diff",0.0581014802361299,NA,NA,NA,NA,NA,NA,NA
2012,"KS","evote","democrat",0,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"KS","evote","republican",6,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"KS","popvote","democrat",440726,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"KS","popvote","republican",692634,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"KS","popvote","others",26611,NA,NA,NA,NA,NA,NA,NA
2012,"KS","evote","diff",-6,NA,NA,NA,NA,NA,NA,NA
2012,"KS","popvote","diff",-251908,NA,NA,NA,NA,NA,NA,NA
2012,"KS","popvoteperc","democrat",0.37994570553919,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"KS","popvoteperc","republican",0.597113203692161,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"KS","popvoteperc","diff",-0.217167498152971,NA,NA,NA,NA,NA,NA,NA
2012,"KY","evote","democrat",0,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"KY","evote","republican",8,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"KY","popvote","democrat",679370,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"KY","popvote","republican",1087190,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"KY","popvote","others",30652,NA,NA,NA,NA,NA,NA,NA
2012,"KY","evote","diff",-8,NA,NA,NA,NA,NA,NA,NA
2012,"KY","popvote","diff",-407820,NA,NA,NA,NA,NA,NA,NA
2012,"KY","popvoteperc","democrat",0.378013278344458,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"KY","popvoteperc","republican",0.604931415993216,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"KY","popvoteperc","diff",-0.226918137648758,NA,NA,NA,NA,NA,NA,NA
2012,"LA","evote","democrat",0,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"LA","evote","republican",8,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"LA","popvote","democrat",809141,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"LA","popvote","republican",1152262,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"LA","popvote","others",32662,NA,NA,NA,NA,NA,NA,NA
2012,"LA","evote","diff",-8,NA,NA,NA,NA,NA,NA,NA
2012,"LA","popvote","diff",-343121,NA,NA,NA,NA,NA,NA,NA
2012,"LA","popvoteperc","democrat",0.405774636233022,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"LA","popvoteperc","republican",0.577845757284743,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"LA","popvoteperc","diff",-0.172071121051721,NA,NA,NA,NA,NA,NA,NA
2012,"ME","evote","democrat",4,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"ME","evote","republican",0,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"ME","popvote","democrat",401306,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"ME","popvote","republican",292276,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"ME","popvote","others",19598,NA,NA,NA,NA,NA,NA,NA
2012,"ME","evote","diff",4,NA,NA,NA,NA,NA,NA,NA
2012,"ME","popvote","diff",109030,NA,NA,NA,NA,NA,NA,NA
2012,"ME","popvoteperc","democrat",0.562699458762164,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"ME","popvoteperc","republican",0.409820802602429,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"ME","popvoteperc","diff",0.152878656159735,NA,NA,NA,NA,NA,NA,NA
2012,"MD","evote","democrat",10,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"MD","evote","republican",0,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"MD","popvote","democrat",1677844,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"MD","popvote","republican",971869,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"MD","popvote","others",57614,NA,NA,NA,NA,NA,NA,NA
2012,"MD","evote","diff",10,NA,NA,NA,NA,NA,NA,NA
2012,"MD","popvote","diff",705975,NA,NA,NA,NA,NA,NA,NA
2012,"MD","popvoteperc","democrat",0.619741907793185,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"MD","popvoteperc","republican",0.358977323389454,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"MD","popvoteperc","diff",0.260764584403731,NA,NA,NA,NA,NA,NA,NA
2012,"MA","evote","democrat",11,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"MA","evote","republican",0,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"MA","popvote","democrat",1921290,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"MA","popvote","republican",1188314,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"MA","popvote","others",58163,NA,NA,NA,NA,NA,NA,NA
2012,"MA","evote","diff",11,NA,NA,NA,NA,NA,NA,NA
2012,"MA","popvote","diff",732976,NA,NA,NA,NA,NA,NA,NA
2012,"MA","popvoteperc","democrat",0.606512410792839,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"MA","popvoteperc","republican",0.375126705973009,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"MA","popvoteperc","diff",0.23138570481983,NA,NA,NA,NA,NA,NA,NA
2012,"MI","evote","democrat",16,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"MI","evote","republican",0,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"MI","popvote","democrat",2564569,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"MI","popvote","republican",2115256,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"MI","popvote","others",51136,NA,NA,NA,NA,NA,NA,NA
2012,"MI","evote","diff",16,NA,NA,NA,NA,NA,NA,NA
2012,"MI","popvote","diff",449313,NA,NA,NA,NA,NA,NA,NA
2012,"MI","popvoteperc","democrat",0.542082042105188,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"MI","popvoteperc","republican",0.447109160274202,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"MI","popvoteperc","diff",0.0949728818309853,NA,NA,NA,NA,NA,NA,NA
2012,"MN","evote","democrat",10,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"MN","evote","republican",0,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"MN","popvote","democrat",1546167,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"MN","popvote","republican",1320225,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"MN","popvote","others",70169,NA,NA,NA,NA,NA,NA,NA
2012,"MN","evote","diff",10,NA,NA,NA,NA,NA,NA,NA
2012,"MN","popvote","diff",225942,NA,NA,NA,NA,NA,NA,NA
2012,"MN","popvoteperc","democrat",0.526523031532463,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"MN","popvoteperc","republican",0.449582011066686,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"MN","popvoteperc","diff",0.0769410204657761,NA,NA,NA,NA,NA,NA,NA
2012,"MS","evote","democrat",0,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"MS","evote","republican",6,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"MS","popvote","democrat",562949,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"MS","popvote","republican",710746,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"MS","popvote","others",11889,NA,NA,NA,NA,NA,NA,NA
2012,"MS","evote","diff",-6,NA,NA,NA,NA,NA,NA,NA
2012,"MS","popvote","diff",-147797,NA,NA,NA,NA,NA,NA,NA
2012,"MS","popvoteperc","democrat",0.437893595439893,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"MS","popvoteperc","republican",0.552858467435811,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"MS","popvoteperc","diff",-0.114964871995918,NA,NA,NA,NA,NA,NA,NA
2012,"MO","evote","democrat",0,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"MO","evote","republican",10,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"MO","popvote","democrat",1223796,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"MO","popvote","republican",1482440,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"MO","popvote","others",51087,NA,NA,NA,NA,NA,NA,NA
2012,"MO","evote","diff",-10,NA,NA,NA,NA,NA,NA,NA
2012,"MO","popvote","diff",-258644,NA,NA,NA,NA,NA,NA,NA
2012,"MO","popvoteperc","democrat",0.443834835454533,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"MO","popvoteperc","republican",0.537637411358771,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"MO","popvoteperc","diff",-0.0938025759042376,NA,NA,NA,NA,NA,NA,NA
2012,"MT","evote","democrat",0,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"MT","evote","republican",3,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"MT","popvote","democrat",201839,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"MT","popvote","republican",267928,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"MT","popvote","others",14281,NA,NA,NA,NA,NA,NA,NA
2012,"MT","evote","diff",-3,NA,NA,NA,NA,NA,NA,NA
2012,"MT","popvote","diff",-66089,NA,NA,NA,NA,NA,NA,NA
2012,"MT","popvoteperc","democrat",0.416981373748058,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"MT","popvoteperc","republican",0.553515353849205,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"MT","popvoteperc","diff",-0.136533980101147,NA,NA,NA,NA,NA,NA,NA
2012,"NE","evote","democrat",0,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"NE","evote","republican",5,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"NE","popvote","democrat",302081,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"NE","popvote","republican",475064,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"NE","popvote","others",17234,NA,NA,NA,NA,NA,NA,NA
2012,"NE","evote","diff",-5,NA,NA,NA,NA,NA,NA,NA
2012,"NE","popvote","diff",-172983,NA,NA,NA,NA,NA,NA,NA
2012,"NE","popvoteperc","democrat",0.38027314417929,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"NE","popvoteperc","republican",0.59803192179048,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"NE","popvoteperc","diff",-0.217758777611191,NA,NA,NA,NA,NA,NA,NA
2012,"NV","evote","democrat",6,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"NV","evote","republican",0,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"NV","popvote","democrat",531373,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"NV","popvote","republican",463567,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"NV","popvote","others",19978,NA,NA,NA,NA,NA,NA,NA
2012,"NV","evote","diff",6,NA,NA,NA,NA,NA,NA,NA
2012,"NV","popvote","diff",67806,NA,NA,NA,NA,NA,NA,NA
2012,"NV","popvoteperc","democrat",0.523562494704006,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"NV","popvoteperc","republican",0.456753156412636,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"NV","popvoteperc","diff",0.0668093382913693,NA,NA,NA,NA,NA,NA,NA
2012,"NH","evote","democrat",4,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"NH","evote","republican",0,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"NH","popvote","democrat",369561,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"NH","popvote","republican",329918,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"NH","popvote","others",11493,NA,NA,NA,NA,NA,NA,NA
2012,"NH","evote","diff",4,NA,NA,NA,NA,NA,NA,NA
2012,"NH","popvote","diff",39643,NA,NA,NA,NA,NA,NA,NA
2012,"NH","popvoteperc","democrat",0.51979684150712,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"NH","popvoteperc","republican",0.464037964926889,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"NH","popvoteperc","diff",0.055758876580231,NA,NA,NA,NA,NA,NA,NA
2012,"NJ","evote","democrat",14,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"NJ","evote","republican",0,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"NJ","popvote","democrat",2125101,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"NJ","popvote","republican",1477568,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"NJ","popvote","others",37623,NA,NA,NA,NA,NA,NA,NA
2012,"NJ","evote","diff",14,NA,NA,NA,NA,NA,NA,NA
2012,"NJ","popvote","diff",647533,NA,NA,NA,NA,NA,NA,NA
2012,"NJ","popvoteperc","democrat",0.583772125972312,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"NJ","popvoteperc","republican",0.405892714100957,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"NJ","popvoteperc","diff",0.177879411871355,NA,NA,NA,NA,NA,NA,NA
2012,"NM","evote","democrat",5,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"NM","evote","republican",0,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"NM","popvote","democrat",415335,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"NM","popvote","republican",335788,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"NM","popvote","others",32635,NA,NA,NA,NA,NA,NA,NA
2012,"NM","evote","diff",5,NA,NA,NA,NA,NA,NA,NA
2012,"NM","popvote","diff",79547,NA,NA,NA,NA,NA,NA,NA
2012,"NM","popvoteperc","democrat",0.529927605204668,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
2012,"NM","popvoteperc","republican",0.428433266390901,"R","Romney","Massachusetts","Paul Ryan","Wisconsin","MA","WI"
2012,"NM","popvoteperc","diff",0.101494338813766,NA,NA,NA,NA,NA,NA,NA
2012,"NY","evote","democrat",29,"D","Obama","Illinois","Joe Biden","Delaware","IL","DE"
